stop_id,stop_name,stop_lat,stop_lon,parent_station
100520,Quadra at Inverness (SB),48.451534,-123.361069,
100521,Crescent at King George (EB),48.410647,-123.323903,
100522,Foul Bay at Granite (NB),48.425388,-123.322297,
100523,Burnside Rd W at QuAppelle (WB),48.45036117,-123.3862636,
100524,Colville at Hutchinson (EB),48.438282,-123.410312,
100525,Gorge Rd W at Orillia (WB),48.447328,-123.397157,
100526,Esquimalt at Admirals (EB),48.429832,-123.416585,
100527,Burnside Rd W at Wascana (EB),48.45048,-123.386848,
100528,Admirals at Lyall (SB),48.428427,-123.417112,
100529,Admirals at Esquimalt (NB),48.429466,-123.416888,
100530,Richmond at Kings (SB),48.437543,-123.328469,
100531,Shelbourne at Pearl (SB),48.441706,-123.333517,
100532,Tillicum at Gorge Bridge (NB),48.445784,-123.400475,
100533,Foul Bay at Leighton (SB),48.42857,-123.322731,
100534,Boleskine at Whittier (EB),48.452091,-123.380548,
100535,Boleskine at Douglas (EB),48.452594,-123.376211,
100536,Oak Bay at Foul Bay (EB),48.426393,-123.321757,
100537,Colville at Hutchinson (WB),48.43835197,-123.4108172,
100538,Harriet at Irma (WB),48.451931,-123.38205,
100539,Tillicum at Gorge Bridge (SB),48.445453,-123.400922,
100540,Quadra at Holmes (NB),48.452316,-123.360585,
100541,Finlayson at Cedar Hill (EB),48.448295,-123.344805,
100542,Boleskine at Douglas (WB),48.45273,-123.376388,
100543,Admirals at Esquimalt (SB),48.430257,-123.417032,
100544,Richmond at Kings (NB),48.43772464,-123.3282302,
100545,Esquimalt at Constance (WB),48.42993,-123.41753,
100546,Foul Bay at Milton (NB),48.429212,-123.322509,
100547,Quimper at Crescent (SB),48.40891,-123.323386,
100548,Finlayson at Cedar Hill (WB),48.44843309,-123.3444911,
100549,Shelbourne at Pearl (NB),48.442233,-123.333326,
100550,Foul Bay at Meadow (SB),48.429946,-123.322617,
100551,Douglas at Saanich (SB),48.453211,-123.375885,
100552,McNeill at Falkland (WB),48.420323,-123.320475,
100553,Maplewood at Tolmie (NB),48.450558,-123.350484,
100554,Douglas at Saanich (NB),48.453272,-123.375516,
100556,Foul Bay at Goldsmith (NB),48.430775,-123.322373,
100557,Cedar Hill at North Dairy (SB),48.448884,-123.343724,
100558,McNeill at Falkland (EB),48.420167,-123.31943,
100559,Foul Bay at Cadboro Bay (SB),48.431758,-123.322534,
100561,Fort at Foul Bay (WB),48.432147,-123.322911,
100562,Gorge Rd W at Albina (EB),48.447656,-123.399198,
100563,Cedar Hill at North Dairy (NB),48.448678,-123.343629,
100564,Saanich at Oak (NB),48.453497,-123.37461,
100565,Richmond at Newton (NB),48.439124,-123.327957,
100566,Hillside at Shakespeare (EB),48.444811,-123.335192,
100567,Colville at Intervale (EB),48.437947,-123.413483,
100568,Richmond at Carnarvon (SB),48.439234,-123.328126,
100569,Gorge Rd W at Albina (WB),48.447797,-123.399424,
100570,Admirals at Naden (NB),48.433447,-123.417334,
100571,Saanich at Oak (SB),48.453931,-123.374574,
100572,Burnside Rd W at Millgrove (EB),48.451761,-123.389337,
100573,Cadboro Bay at Bee (EB),48.43224,-123.321641,
100574,Oak Bay at Elgin (WB),48.426582,-123.319604,
100575,Foul Bay at Cadboro Bay (NB),48.432799,-123.322288,
100576,Tillicum at Arnot (NB),48.448283,-123.399751,
100577,Shelbourne at Myrtle (NB),48.443979,-123.333265,
100578,Maplewood at Ocean View (SB),48.451869,-123.350887,
100579,Colville at Veterans (WB),48.43794,-123.414688,
100580,Admirals at Naden (SB),48.433795,-123.417837,
100581,Tillicum at Arnot (SB),48.448037,-123.400292,
100582,Victoria at Windsor (NB),48.42178,-123.318399,
100583,Victoria at McNeill (NB),48.420604,-123.318334,
100584,North Dairy at Wetherby (WB),48.448309,-123.340075,
100585,Craigflower 1110 block (EB),48.444141,-123.407405,
100586,Craigflower 1115 block (WB),48.44417866,-123.4072062,
100587,Burnside Rd W at Millgrove (WB),48.45172316,-123.3889067,
100588,Oak Bay at Yale (EB),48.426444,-123.318547,
100589,Victoria at Pentland (NB),48.419564,-123.317717,
100590,Shelbourne at Hillside (SB),48.445094,-123.333421,
100591,Victoria at Central (NB),48.417082,-123.31785,
100593,Saanich at Blanshard (WB),48.45496,-123.37293,
100594,Esquimalt at Sturdee (EB),48.429663,-123.420813,
100595,Hillside at Shelbourne (WB),48.445455,-123.334038,
100596,Richmond at Allenby (SB),48.441053,-123.327726,
100597,Esquimalt at Foster (WB),48.429662,-123.422023,
100598,Tillicum at Obed (SB),48.449726,-123.398374,
100599,Quadra 3430 block (NB),48.454332,-123.359864,
100600,Saanich at Blanshard (EB),48.455318,-123.371536,
100601,Tillicum at Obed (NB),48.450278,-123.397465,
100602,Foul Bay at Haultain (SB),48.435456,-123.322351,
100603,Maplewood at Oakmount (NB),48.452972,-123.350443,
100604,Obed at Tillicum (WB),48.450256,-123.398305,
100605,Foul Bay at Haultain (NB),48.435643,-123.322152,
100606,Richmond at Allenby (NB),48.441519,-123.327451,
100608,Obed at Tillicum (EB),48.450047,-123.398218,
100609,Blanshard at Saanich (EB),48.455561,-123.372841,
100610,North Dairy at Keats (WB),48.44826764,-123.3372633,
100611,North Dairy at Keats (EB),48.448138,-123.336781,
100612,Hillside Centre Bay 1,48.447568,-123.336479,
100613,Colville at Flag (EB),48.4375881,-123.4168324,
100614,Quadra at Cook (SB),48.455191,-123.359755,
100615,Shelbourne at Hillside (NB),48.446184,-123.33314,
100616,Cadboro Bay at Epworth (EB),48.4327648,-123.3183594,
100617,Gorge Rd W at Gorge View (WB),48.448512,-123.403212,
100618,Hillside at Lansdowne (EB),48.44583,-123.332631,
100619,Tillicum at Maddock Ave W (SB),48.451542,-123.396338,
100620,Burnside Rd W at Orillia (WB),48.453159,-123.391623,
100621,Admirals at Lockley (WB),48.437034,-123.41803,
100622,Oak Bay at Wilmot (EB),48.426447,-123.317017,
100623,Burnside Rd W at Albina (EB),48.453144,-123.392,
100624,Admirals at Colville (EB),48.43694179,-123.4182479,
100625,Foul Bay at Kings (SB),48.437378,-123.322275,
100626,Foul Bay at Kings (NB),48.437559,-123.322061,
100627,Cedar Hill at McRae (NB),48.450962,-123.340883,
100628,Tillicum at Maddock Ave W (NB),48.45222,-123.395259,
100629,Windsor at Hampshire (EB),48.421978,-123.315611,
100630,Maplewood at Camrose (SB),48.454082,-123.350676,
100631,Cedar Hill at McRae (SB),48.450879,-123.341221,
100632,Oak Bay at Hampshire (WB),48.42656195,-123.3157141,
100633,Central at Monterey (WB),48.416651,-123.315247,
100634,Craigflower at Forshaw (WB),48.44542,-123.409733,
100635,Esquimalt at Grafton (EB),48.429358,-123.423434,
100636,Shelbourne at North Dairy (SB),48.447195,-123.333332,
100637,North Dairy at Browning (WB),48.448242,-123.33469,
100638,Colville at Admirals (WB),48.437545,-123.418681,
100639,Cadboro Bay at Epworth (WB),48.432544,-123.320104,
100640,Gorge Rd W at Gorge View (EB),48.448307,-123.403107,
100641,Lansdowne at Aldridge (WB),48.446234,-123.331148,
100642,Vernon at Nigel (WB),48.456896,-123.372052,
100643,Saanich at Calumet (SB),48.456791,-123.36977,
100644,Craigflower at Forshaw (EB),48.445587,-123.410433,
100645,Saanich at Darwin (NB),48.45716401,-123.3692576,
100646,Richmond at Forrester (SB),48.444055,-123.327077,
100647,Quadra at Tattersall Dr (SB),48.457855,-123.360019,
100648,Tillicum at Burnside Rd W (SB),48.453339,-123.394363,
100649,Obed at Bodega (EB),48.451289,-123.400606,
100650,Blanshard at Ravine (EB),48.457007,-123.376007,
100651,Canteen at Esquimalt (SB),48.428899,-123.424607,
100652,Richmond at Cochrane (NB),48.444245,-123.326841,
100653,Lansdowne at Service (EB),48.446068,-123.327835,
100654,Windsor at Monterey (EB),48.421962,-123.313883,
100655,Quadra at Tattersall Dr (NB),48.457883,-123.359808,
100656,Shelbourne at North Dairy (NB),48.448423,-123.3331,
100657,Oak Bay at Monterey (EB),48.426408,-123.314579,
100658,Gorge Rd W at Inez (EB),48.449134,-123.406171,
100659,Foul Bay at Townley (SB),48.44005,-123.322152,
100661,Maplewood at Derby (NB),48.455641,-123.35081,
100662,Burnside Rd W at Tillicum (SB),48.454609,-123.393565,
100663,Gorge Rd W at Inez (WB),48.449234,-123.406384,
100664,Cadboro Bay at Eastdowne (WB),48.433567,-123.317083,
100665,Foul Bay at Townley (NB),48.44052,-123.321917,
100666,Saanich at Leslie (NB),48.45812135,-123.3687792,
100668,Obed at Bodega (WB),48.451949,-123.401608,
100669,Monterey at Woodlawn (NB),48.428499,-123.313913,
100670,Burnside Rd W at Tillicum (NB),48.455158,-123.393512,
100671,Tillicum Mall Bay 1,48.454288,-123.396381,
100673,Cadboro Bay at Eastdowne (EB),48.433456,-123.315898,
100674,Monterey at Woodlawn (SB),48.42848423,-123.3141139,
100675,Saanich at Swan (SB),48.458572,-123.368851,
100676,Cedar Hill at Oakcrest (NB),48.45297,-123.340115,
100677,Cedar Hill at Oakcrest (SB),48.453145,-123.340237,
100678,Richmond at Watson (SB),48.44553718,-123.3267526,
100679,Vernon at Ravine (WB),48.458942,-123.376479,
100680,Lansdowne at Frechette (WB),48.446208,-123.327561,
100681,Foul Bay at Neil (SB),48.441704,-123.322068,
100682,Maplewood at Astoria (SB),48.456597,-123.350971,
100683,Craigflower at Garthland (WB),48.446593,-123.41219,
100684,Carey at Harriet (NB),48.4583299,-123.3792462,
100685,Shelbourne at McRae (SB),48.450074,-123.333248,
100686,Oak Bay at Oliver (EB),48.426359,-123.312304,
100687,Craigflower at Garthland (EB),48.446526,-123.412361,
100688,Maplewood at Pike (NB),48.45706,-123.350842,
100689,Foul Bay at Neil (NB),48.442216,-123.321811,
100690,Windsor at St Patrick (EB),48.421942,-123.311373,
100691,Admirals at Coles (EB),48.438089,-123.422265,
100692,Admirals at Coles (WB),48.438213,-123.422226,
100693,Esquimalt at Lyall (EB),48.428414,-123.428096,
100694,Central at St Patrick (WB),48.416657,-123.311557,
100695,Gorge Rd W at Dysart (EB),48.450159,-123.409108,
100696,Vernon at Carey (EB),48.458864,-123.37945,
100697,Shelbourne at McRae (NB),48.450878,-123.333042,
100698,Lyall at Moresby (WB),48.427636,-123.428139,
100699,Gorge Rd W at Heath (WB),48.450172,-123.408724,
100700,Obed 500 block (EB),48.45283,-123.403681,
100701,Oak Bay at York (WB),48.426469,-123.311393,
100702,Foul Bay at Forrester (SB),48.443333,-123.321958,
100703,Parklands at Cunningham (EB),48.441529,-123.420339,
100704,Obed 500 block (WB),48.452832,-123.403358,
100706,Kingsmill at Alexander (WB),48.442654,-123.419699,
100707,Cedar Hill at Derby (SB),48.454681,-123.33982,
100708,St Ann at Cranmore (SB),48.431048,-123.312177,
100709,Trans-Canada at Tillicum (WB),48.45802062,-123.3894924,
100710,Trans-Canada at Tillicum (EB),48.457891,-123.389889,
100711,Cedar Hill at Derby (NB),48.455038,-123.339516,
100712,Richmond at Argyle (NB),48.447408,-123.326124,
100713,Quadra at Rock (SB),48.459953,-123.36054,
100714,Newport at St David (EB),48.425944,-123.309949,
100715,Windsor at Transit (EB),48.421927,-123.309413,
100716,Burnside Rd W 350 block (NB),48.456893,-123.394587,
100717,Foul Bay at Cochrane (NB),48.444576,-123.321746,
100718,Cadboro Bay at Dalhousie (SB),48.43453,-123.313154,
100719,Richmond at Argyle (SB),48.447214,-123.326379,
100720,St Ann at Cranmore (NB),48.431518,-123.311668,
100721,Central at Transit (WB),48.41663,-123.309221,
100722,Saanich at Pendene (SB),48.460714,-123.369084,
100723,Kingsmill at Parklands (SB),48.441733,-123.42209,
100724,Saanich at Pendene (NB),48.461061,-123.369003,
100725,Foul Bay at Watson (SB),48.445455,-123.321877,
100726,Carey at Huxley (SB),48.459629,-123.381194,
100727,Shelbourne at Knight (SB),48.452925,-123.333192,
100728,Parklands at McAdam (EB),48.440542,-123.42354,
100729,Carey at Huxley (NB),48.460253,-123.381739,
100731,Shelbourne at Knight (NB),48.453087,-123.333002,
100732,Blenkinsop at Tattersall (SB),48.459089,-123.350999,
100733,Admirals at Parklands (SB),48.439326,-123.424685,
100734,Newport at Beresford (NB),48.425423,-123.308856,
100735,Obed at Dysart (WB),48.453984,-123.405591,
100736,Blenkinsop at Tattersall (NB),48.459216,-123.350806,
100737,Cadboro Bay at Woodhouse (NB),48.43587,-123.312879,
100738,Gorge Rd W at Austin (EB),48.45053,-123.411877,
100739,Cadboro Bay at Woodhouse (SB),48.436614,-123.31303,
100740,Gorge Rd W at Austin (WB),48.450554,-123.412237,
100741,Uvic Exchange Bay M,48.46593107,-123.3084281,800001
100742,Newport at Transit (SB),48.424614,-123.308033,
100743,Burnside Rd W at Trans-Canada (SB),48.458208,-123.394938,
100744,Cowper at Dysart (EB),48.453575,-123.406692,
100745,St Ann at Bowker (NB),48.432981,-123.310715,
100746,Quadra at Rock (NB),48.46046,-123.360461,
100747,Cadboro Bay at Kinross (NB),48.437264,-123.312785,
100748,Bowker at Lulie (WB),48.43307,-123.310118,
100749,Carey at Seaton (SB),48.461218,-123.383251,
100750,Richmond at Ernest (SB),48.45000154,-123.325621,
100751,Richmond at Ernest (NB),48.449796,-123.325352,
100752,Foul Bay at Camosun College Main Entrance (SB),48.447457,-123.321369,
100753,Cedar Hill at Rowan (SB),48.45717,-123.33919,
100754,Craigflower at Aral (NB),48.449636,-123.420417,
100755,Craigflower at Dellwood (EB),48.447816,-123.415664,
100756,Cadboro Bay at Estevan (NB),48.438509,-123.312638,
100757,Newport at Windsor (NB),48.423837,-123.306686,
100758,Cadboro Bay at Pacific (SB),48.438805,-123.312806,
100759,Saanich at Lodge (SB),48.46275729,-123.3680878,
100760,Saanich at Lodge (NB),48.46388823,-123.3676062,
100761,Shelbourne at Derby (NB),48.454748,-123.332958,
100762,Admirals at Luscombe (SB),48.440419,-123.426171,
100763,Foul Bay at Camosun College Main Entrance (NB),48.447995,-123.320341,
100764,Central at Byng (WB),48.416546,-123.306317,
100765,Newport at Windsor (SB),48.423294,-123.306228,
100766,Carey at Seaton (NB),48.461704,-123.383605,
100767,Westhills Exchange Bay B,48.44617936,-123.5330906,
100768,Cedar Hill at Rowan (NB),48.457601,-123.338872,
100769,Windsor at Newport (EB),48.42375,-123.306048,
100770,Gorge Rd W at Wyndeatt (EB),48.450902,-123.414404,
100771,Quadra at Lodge (SB),48.46247,-123.359976,
100772,Cowper at Austin (WB),48.454559,-123.408841,
100773,Cadboro Bay at Harlow (SB),48.440042,-123.312675,
100774,Cowper at Austin (EB),48.454407,-123.40887,
100775,Richmond at Woodley (SB),48.45209772,-123.3263825,
100776,Admirals at Caroline (NB),48.441037,-123.42673,
100777,Cadboro Bay at Harlow (NB),48.44000774,-123.3124762,
100778,Richmond at Woodley (NB),48.452258,-123.326234,
100779,Gorge Rd W at Colquitz (WB),48.451457,-123.4152,
100780,Carey at Diamond (SB),48.462389,-123.384776,
100781,Shelbourne at Cedar (SB),48.455842,-123.333129,
100782,Quadra at Lodge (NB),48.463088,-123.359493,
100783,Beach at Bowker (SB),48.432167,-123.306842,
100784,Richmond at Knight (SB),48.453147,-123.326757,
100785,Carey at Diamond (NB),48.462804,-123.385011,
100786,Central at Newport (WB),48.416489,-123.304243,
100787,Beach at Bowker (NB),48.432385,-123.306482,
100788,Newport at Orchard (SB),48.421621,-123.303994,
100789,Blenkinsop at Judge (SB),48.46214855,-123.3502387,
100790,Blenkinsop at Judge (NB),48.46226706,-123.3500627,
100791,Newport 840 block (SB),48.418291,-123.303799,
100792,Cadboro Bay at Neil (NB),48.442155,-123.312213,
100793,Richmond at Mayfair (NB),48.453899,-123.326985,
100794,Nottingham at Thompson (WB),48.441324,-123.311882,
100795,Craigflower at Aral (SB),48.449156,-123.420051,
100796,Newport at Margate (SB),48.420414,-123.303282,
100797,Interurban at Dumeresq (NB),48.462352,-123.395343,
100798,Shelbourne at Rowan (NB),48.45721,-123.332917,
100799,Craigflower at Rankin (WB),48.448379,-123.417386,
100800,Oak Bay Marina,48.423675,-123.302917,
100801,Beach at Dalhousie (SB),48.433579,-123.305853,
100802,Musgrave at Thompson (SB),48.438119,-123.308092,
100803,Cowper at Colquitz (WB),48.455632,-123.411291,
100804,Gorge Rd W at Inlet (EB),48.452225,-123.417605,
100805,Burnside Rd W at Admirals (NB),48.460347,-123.399633,
100806,Carey at Kent (SB),48.46367057,-123.3864176,
100807,Thompson at Musgrave (NB),48.438131,-123.30846,
100808,Mayhew at Dufferin (EB),48.439836,-123.30934,
100809,Cowper at Colquitz (EB),48.455604,-123.411914,
100810,Burnside Rd W at Rolston (SB),48.46062298,-123.400266,
100811,Shelbourne at Pear (SB),48.45823,-123.333107,
100812,Gorge Rd W at Rockwell (WB),48.452451,-123.417799,
100813,Cedar Hill at Church (SB),48.460215,-123.338297,
100814,Beach at Dalhousie (NB),48.434377,-123.304983,
100815,Estevan at Dunlevy (EB),48.437175,-123.306885,
100816,Cedar Hill at Church (NB),48.460164,-123.338116,
100817,Trans-Canada at McKenzie (WB),48.459511,-123.4032,
100818,Westhills Exchange Bay A,48.44628282,-123.5332986,
100819,Admirals at Seenupin (NB),48.444394,-123.427875,
100820,Richmond at Cedar (SB),48.456065,-123.328287,
100821,Estevan at Dunlevy (WB),48.43733,-123.30695,
100822,Richmond at Cedar (NB),48.456276,-123.328189,
100823,Admirals at Thomas (SB),48.443657,-123.428535,
100824,Nottingham at Burdick (WB),48.442108,-123.310299,
100825,Trans-Canada at McKenzie (EB),48.459353,-123.403773,
100826,Foul Bay at University (WB),48.449701,-123.317958,
100827,Foul Bay at University (EB),48.449538,-123.318004,
100828,Quadra at Hulford (SB),48.465688,-123.361184,
100829,Shelbourne at Pear (NB),48.458814,-123.332871,
100830,Admirals at Cemetery (NB),48.447101,-123.426296,
100831,Saanich at Greenridge (SB),48.46610342,-123.3686666,
100832,Admirals at Hallowell (SB),48.44729816,-123.4265588,
100833,Richmond at Donnelly (SB),48.457354,-123.328968,
100834,Glanford at Jolly (SB),48.466266,-123.387898,
100835,Blenkinsop at Union (SB),48.464586,-123.350246,
100836,Saanich at Greenridge (NB),48.466502,-123.368869,
100837,Admirals at Cowper (EB),48.456219,-123.413604,
100838,Estevan at Lincoln (EB),48.436365,-123.304479,
100839,Carey at Ralph (WB),48.464922,-123.388116,
100840,McKenzie at Burnside Rd W (NB),48.461531,-123.402633,
100841,Burnside Rd W at Biscoe (WB),48.461827,-123.401795,
100842,Veteran's Memorial Pkwy at Langford Pkwy (NB),48.44098433,-123.5025436,
100843,Burnside Rd W at Biscoe (EB),48.46163017,-123.4017396,
100844,Richmond at Kingsberry (NB),48.458117,-123.329142,
100845,McKenzie at Burnside Rd W (SB),48.46155,-123.402899,
100846,Gorge Rd W at Rockwell (EB),48.453005,-123.419403,
100847,Estevan at Beach (WB),48.436326,-123.304012,
100848,Blenkinsop at Union (NB),48.465213,-123.349997,
100849,Admirals at Gorge (EB),48.453544,-123.420391,
100850,Uplands at Dewdney (EB),48.444293,-123.309457,
100852,Admirals at Murray (EB),48.455,-123.417707,
100853,Quadra at Reynolds (NB),48.466811,-123.361896,
100854,Borden at Reynolds (SB),48.466928,-123.360239,
100855,Interurban at Columbine (SB),48.464023,-123.397102,
100856,Craigflower at Island (EB),48.450567,-123.423985,
100857,Admirals at Murray (WB),48.454705,-123.418567,
100858,Uvic Exchange Bay L,48.4658137,-123.3085715,800001
100859,Craigflower at Island (WB),48.45076006,-123.4240726,
100860,Interurban at Columbine (NB),48.464159,-123.397026,
100861,Richmond at Poplar (SB),48.459506,-123.329982,
100862,Cedar Hill at Cedar Hill Cross (NB),48.462044,-123.337307,
100863,Cedar Hill at Cedar Hill Cross (SB),48.462196,-123.337391,
100864,Henderson at Dundrum (NB),48.451291,-123.315993,
100865,Carey at Columbine (EB),48.465756,-123.39047,
100866,Carey at Ralph (NB),48.46430286,-123.3871625,
100867,Shelbourne at Cedar Hill Cross (SB),48.460968,-123.333062,
100868,Cedar Hill Cross at Merriman (WB),48.464199,-123.342373,
100869,Richmond at Poplar (NB),48.45971,-123.329884,
100870,Nottingham at Dorset (WB),48.443554,-123.307389,
100871,Uvic Exchange Bay O,48.46564173,-123.3086486,800001
100872,Mckenzie Offramp (SB),48.46743936,-123.3821281,
100873,Carey at Columbine (WB),48.465921,-123.390492,
100874,Cedar Hill Cross at Synod (WB),48.46324051,-123.3386208,
100875,Mckenzie Onramp (NB),48.467774,-123.379012,
100876,McKenzie at Glanford (EB),48.466918,-123.386813,
100877,McKenzie 660 block (EB),48.467507,-123.382249,
100878,Uvic Exchange Bay P,48.46572012,-123.3084254,800001
100879,Cedar Hill Cross at Epsom (WB),48.465486,-123.345623,
100880,Blenkinsop at Downham (SB),48.466483,-123.349978,
100881,Outlook at Aldersmith (SB),48.447509,-123.427868,
100882,McKenzie at Carey (EB),48.466461,-123.390561,
100883,McKenzie at Douglas (EB),48.468061,-123.379382,
100884,McKenzie 700 block (WB),48.467468,-123.384596,
100885,Quadra at Greenridge (SB),48.46845,-123.363443,
100886,Cedar Hill Cross at Marjean (WB),48.466243,-123.347704,
100887,McKenzie at Glanford (WB),48.466893,-123.389189,
100888,Shelbourne at Cedar Hill Cross (NB),48.46157,-123.332841,
100889,Uvic Exchange Bay Q,48.46585326,-123.3082626,800001
100890,McKenzie at Douglas (WB),48.468441,-123.378422,
100891,Saanich at McKenzie (SB),48.468895,-123.371041,
100892,Saanich at McKenzie (NB),48.469063,-123.370882,
100893,McKenzie at Nelthorpe (EB),48.468841,-123.373544,
100894,Glanford at Melba (NB),48.467633,-123.388072,
100895,Quadra at Greenridge (NB),48.468738,-123.363412,
100896,Island at Shoreline (NB),48.451743,-123.425609,
100897,Henderson at Kendal (SB),48.452659,-123.315498,
100898,Shelbourne at Broadmead (SB),48.462437,-123.332994,
100899,McKenzie at Carey (WB),48.466505,-123.393496,
100900,McKenzie at Nelthorpe (WB),48.468913,-123.374232,
100901,Cedar Hill Cross at Palo Alto (EB),48.460366,-123.327893,
100902,Burnside Rd W at Marigold (SB),48.463331,-123.404509,
100903,Burnside Rd W at Marigold (NB),48.463419,-123.404381,
100904,Uvic Exchange Bay R,48.46602128,-123.3081162,800001
100905,Superior St farside Oswego St (WB),48.41976038,-123.3765812,
100906,Carey at McKenzie (SB),48.4668278,-123.3927091,
100907,Carey at McKenzie (NB),48.467127,-123.392798,
100908,Sunheights at Sun Estates (WB),48.41528095,-123.5138222,
100909,Cedar Hill Cross at Margot (EB),48.468307,-123.352792,
100910,Island 120 block (EB),48.452532,-123.428528,
100911,Cedar Hill Cross at Iona (WB),48.460538,-123.326958,
100912,Uplands at Cotswold (NB),48.446465,-123.307365,
100913,Henderson 3460 block (NB),48.453538,-123.314852,
100914,Nottingham at Devon (WB),48.44459434,-123.3053132,
100915,Douglas at Blackberry (NB),48.469403,-123.379273,
100916,Blenkinsop at Moorgreen (NB),48.467932,-123.349862,
100917,Fifth at Malaview (SB),48.65669174,-123.4004339,
100918,McKenzie at Quadra (WB),48.469925,-123.366001,
100919,McKenzie at Quadra (EB),48.470043,-123.363899,
100920,Burnside Rd W at Grange (EB),48.463065,-123.409744,
100921,Borden at McKenzie (SB),48.469362,-123.360957,
100922,Cedar Hill at Mortimer (NB),48.465199,-123.336089,
100923,Quadra at McKenzie (WB),48.470448,-123.365039,
100924,Interurban at Marigold (SB),48.466397,-123.401255,
100925,Quadra at McKenzie (EB),48.470475,-123.36546,
100926,McKenzie at Borden (EB),48.470406,-123.360708,
100927,McKenzie at Borden (WB),48.47039,-123.362146,
100928,Burnside Rd W at Grange (WB),48.463139,-123.410592,
100929,Cedar Hill Cross at Astra (EB),48.47023056,-123.3566378,
100930,Esquimalt at Harbour (EB),48.42810228,-123.375082,
100931,Shelbourne at Mortimer (SB),48.46465,-123.332946,
100932,Henderson at Avondale (SB),48.455285,-123.314399,
100933,Shelbourne at Mortimer (NB),48.464744,-123.332697,
100936,Cotswold at Weald (EB),48.44689313,-123.3043773,
100937,Henderson at Avondale (NB),48.455451,-123.314248,
100938,Interurban at Marigold (NB),48.467073,-123.401639,
100939,Island 130 block (WB),48.45270343,-123.428907,
100940,Glanford at Kenneth (NB),48.470058,-123.388758,
100941,Esquimalt at Harbour (WB),48.42823548,-123.3750475,
100942,Cedar Hill Cross at Mayfair (WB),48.460633,-123.322069,
100943,Douglas at Sanctuary (WB),48.471073,-123.380987,
100944,Cedar Hill Cross at Gordon Head (EB),48.460488,-123.321683,
100945,Glanford at OConnell (SB),48.470223,-123.389005,
100946,Superior farside Montreal (WB),48.42114663,-123.3794542,
100947,Lansdowne at Ripon (WB),48.44441,-123.301157,
100948,Cedar Hill at Garnet (SB),48.466655,-123.335913,
100949,Burnside Rd W at Heritage (WB),48.463567,-123.412531,
100950,Henderson at Frederick Norris (SB),48.45778,-123.315851,
100951,Henderson at Frederick Norris (NB),48.457904,-123.315678,
100952,Jimmy at Stautw (NB),48.58837035,-123.3786772,
100953,McKenzie at Century (EB),48.471431,-123.354329,
100954,Douglas farside Superior (SB),48.41823049,-123.3658444,
100955,McKenzie at Century (WB),48.471527,-123.354823,
100956,Cedar Hill Cross 2000 block (EB),48.459446,-123.317931,
100957,McKenzie at Oakwinds (EB),48.468576,-123.339356,
100958,Carey at Norwood (NB),48.469743,-123.395687,
100959,McKenzie at Oakwinds (WB),48.468791,-123.340214,
100960,Cedar Hill Cross 2010 block (WB),48.459495,-123.317615,
100961,Blenkinsop at Lonsdale (NB),48.471398,-123.350912,
100962,Helmcken at Burnside Rd W (EB),48.468034,-123.424875,
100963,Carey at Tait (SB),48.46965958,-123.3958619,
100964,McKenzie at Long Gun (SB),48.469767,-123.342431,
100965,Garnet at Cedar Hill (WB),48.467815,-123.334958,
100966,McKenzie at Blenkinsop (WB),48.471967,-123.351807,
100967,McKenzie at Blenkinsop (EB),48.471885,-123.350458,
100968,Midland 3210 block (NB),48.447681,-123.301377,
100969,McKenzie 1420 block (NB),48.470487,-123.342991,
100970,Shelbourne at Garnet (NB),48.467193,-123.332633,
100971,McKenzie at Cedar Hill (EB),48.468548,-123.334826,
100972,McKenzie at Shelbourne (WB),48.468731,-123.333474,
100973,McKenzie 1410 block (SB),48.470862,-123.343904,
100974,Quadra at Saanich (SB),48.473283,-123.370364,
100975,McKenzie at Braefoot (EB),48.471738,-123.346414,
100976,Glanford at Tait (NB),48.471974,-123.389325,
100977,Quadra at Saanich (NB),48.47339306,-123.3702514,
100978,Burnside Rd W at Belgrave (WB),48.46517433,-123.4153202,
100979,McKenzie at Braefoot (WB),48.472158,-123.347556,
100980,Shelbourne at Garnet (SB),48.468029,-123.332849,
100981,Glanford at Agnes (SB),48.472641,-123.389688,
100982,McKenzie 1400 block (WB),48.471596,-123.34464,
100983,Foul Bay nearside Beaven (SB),48.41424535,-123.3279295,
100984,Interurban at Hyacinth (SB),48.469447,-123.403753,
100985,McKenzie at Cedar Hill (WB),48.468759,-123.335872,
100986,Lansdowne at Norfolk (WB),48.444501,-123.296967,
100987,Interurban at Hyacinth (NB),48.469658,-123.403687,
100988,McKenzie at Shelbourne (EB),48.468518,-123.332052,
100989,Burnside Rd W at Wilkinson (WB),48.465479,-123.41633,
100990,Wilkinson at Burnside Rd W (SB),48.465607,-123.415889,
100991,Ring at West Campus (SB),48.461916,-123.316041,
100992,Wilkinson at Burnside Rd W (NB),48.466357,-123.415105,
100993,Burnside Rd W at Mildred (EB),48.465483,-123.417166,
100994,Shelbourne at McKenzie (NB),48.469318,-123.332614,
100995,Shelbourne 3970 block (SB),48.470554,-123.33281,
100996,Douglas at Rogers (NB),48.474979,-123.383484,
100997,Midland 3450 block (NB),48.451958,-123.301316,
100998,McKenzie at Cedarwood (WB),48.468693,-123.330521,
100999,McKenzie at Cedarwood (EB),48.468539,-123.32801,
