route_id,service_id,block_id,trip_id,trip_sequence,trip_type,trip_headsign,direction_id,pattern_id,shape_id,pattern_count,direction_code,pattern_code,pattern_rank,hierarchy
21-Victoria,aaVIC1804-MV1804ST-Sunday-99,899771,aa6422617,1,0,Downtown To 7 UVic,1,100,1-21-364,2327,0,100,29,1
7-Victoria,aaVIC1804-MV1804ST-Sunday-99,899771,aa6422619,2,0,UVic Via Fairfield,1,100,1-7-278,3222,0,100,19,1
7-Victoria,aaVIC1804-MV1804ST-Sunday-99,899771,aa6422622,3,0,Downtown To 21 Interurban,0,200,1-7-277,2852,1,200,25,1
21-Victoria,aaVIC1804-MV1804ST-Sunday-99,899771,aa6422624,4,0,Interurban - Viaduct Loop,0,220,1-21-362,332,1,220,108,2
14-Victoria,aaVIC1804-MV1804ST-Sunday-99,899772,aa6422167,1,0,UVic via Richmond,0,200,1-14-367,5298,1,200,6,1
14-Victoria,aaVIC1804-MV1804ST-Sunday-99,899772,aa6422170,2,0,Vic General via Craigflower,1,100,1-14-366,5387,0,100,5,1
14-Victoria,aaVIC1804-MV1804ST-Sunday-99,899772,aa6422173,3,0,UVic via Richmond,0,200,1-14-367,5298,1,200,6,1
14-Victoria,aaVIC1804-MV1804ST-Sunday-99,899772,aa6422176,4,0,Vic General via Craigflower,1,100,1-14-366,5387,0,100,5,1
14-Victoria,aaVIC1804-MV1804ST-Sunday-99,899772,aa6422179,5,0,UVic via Richmond,0,200,1-14-367,5298,1,200,6,1
14-Victoria,aaVIC1804-MV1804ST-Sunday-99,899772,aa6422188,6,0,Vic General via Craigflower,1,100,1-14-366,5387,0,100,5,1
50-Victoria,aaVIC1804-MV1804ST-Sunday-99,899772,aa6423257,7,0,Downtown,0,200,1-50-314,6058,1,200,2,1
50-Victoria,aaVIC1804-MV1804ST-Sunday-99,899772,aa6423251,8,0,Langford to 61 Sooke,1,100,1-50-315,6154,0,100,1,1
61-Victoria,aaVIC1804-MV1804ST-Sunday-99,899772,aa6423253,9,0,Sooke,1,200,1-61-397,1438,1,200,41,1
61-Victoria,aaVIC1804-MV1804ST-Sunday-99,899772,aa6423252,10,0,Langford Exch to 50 Downtown,0,100,1-61-407,1560,0,100,39,1
50-Victoria,aaVIC1804-MV1804ST-Sunday-99,899772,aa6423248,11,0,Downtown,0,200,1-50-314,6058,1,200,2,1
50-Victoria,aaVIC1804-MV1804ST-Sunday-99,899772,aa6423261,12,0,Langford,1,100,1-50-315,6154,0,100,1,1
50-Victoria,aaVIC1804-MV1804ST-Sunday-99,899772,aa6423286,13,0,Downtown,0,200,1-50-314,6058,1,200,2,1
50-Victoria,aaVIC1804-MV1804ST-Sunday-99,899772,aa6423312,14,0,Langford,1,100,1-50-315,6154,0,100,1,1
50-Victoria,aaVIC1804-MV1804ST-Sunday-99,899772,aa6423339,15,0,Downtown,0,200,1-50-314,6058,1,200,2,1
22-Victoria,aaVIC1804-MV1804ST-Sunday-99,899773,aa6422502,1,0,Hillside Mall via Fernwood,1,200,1-22-538,1288,1,200,48,1
22-Victoria,aaVIC1804-MV1804ST-Sunday-99,899773,aa6422506,2,0,Vic General via Burnside,0,100,1-22-537,1340,0,100,46,1
22-Victoria,aaVIC1804-MV1804ST-Sunday-99,899773,aa6422513,3,0,Hillside Mall via Fernwood,1,200,1-22-538,1288,1,200,48,1
22-Victoria,aaVIC1804-MV1804ST-Sunday-99,899773,aa6422514,4,0,Vic General via Burnside,0,100,1-22-537,1340,0,100,46,1
14-Victoria,aaVIC1804-MV1804ST-Sunday-99,899773,aa6422248,5,0,UVic via Richmond,0,200,1-14-367,5298,1,200,6,1
14-Victoria,aaVIC1804-MV1804ST-Sunday-99,899773,aa6422253,6,0,Vic General via Craigflower,1,100,1-14-366,5387,0,100,5,1
14-Victoria,aaVIC1804-MV1804ST-Sunday-99,899774,aa6422169,1,0,UVic via Richmond,0,200,1-14-367,5298,1,200,6,1
15-Victoria,aaVIC1804-MV1804ST-Sunday-99,899774,aa6422072,2,0,Esquimalt via Fort/Yates Exp,1,200,1-15-284,5660,1,200,4,1
15-Victoria,aaVIC1804-MV1804ST-Sunday-99,899774,aa6422015,3,0,UVic via Foul Bay Exp,0,100,1-15-282,5783,0,100,3,1
14-Victoria,aaVIC1804-MV1804ST-Sunday-99,899774,aa6422177,4,0,Vic General via Craigflower,1,100,1-14-366,5387,0,100,5,1
22-Victoria,aaVIC1804-MV1804ST-Sunday-99,899774,aa6422490,5,0,Hillside Mall via Fernwood,1,200,1-22-538,1288,1,200,48,1
22-Victoria,aaVIC1804-MV1804ST-Sunday-99,899774,aa6422491,6,0,Vic General via Burnside,0,100,1-22-537,1340,0,100,46,1
22-Victoria,aaVIC1804-MV1804ST-Sunday-99,899774,aa6422495,7,0,Hillside Mall via Fernwood,1,200,1-22-538,1288,1,200,48,1
22-Victoria,aaVIC1804-MV1804ST-Sunday-99,899774,aa6422497,8,0,Vic General via Burnside,0,100,1-22-537,1340,0,100,46,1
21-Victoria,aaVIC1804-MV1804ST-Sunday-99,899775,aa6422677,1,0,Downtown To 7 UVic,1,100,1-21-364,2327,0,100,29,1
7-Victoria,aaVIC1804-MV1804ST-Sunday-99,899775,aa6422680,2,0,UVic Via Fairfield,1,100,1-7-278,3222,0,100,19,1
26-Victoria,aaVIC1804-MV1804ST-Sunday-99,899775,aa6422587,3,0,Dockyard via McKenzie,1,200,1-26-361,3854,1,200,16,1
26-Victoria,aaVIC1804-MV1804ST-Sunday-99,899775,aa6422594,4,0,UVic via McKenzie,0,100,1-26-370,4096,0,100,14,1
26-Victoria,aaVIC1804-MV1804ST-Sunday-99,899775,aa6422614,5,0,Dockyard via McKenzie,1,200,1-26-361,3854,1,200,16,1
26-Victoria,aaVIC1804-MV1804ST-Sunday-99,899775,aa6422602,6,0,UVic via McKenzie,0,100,1-26-370,4096,0,100,14,1
14-Victoria,aaVIC1804-MV1804ST-Sunday-99,899775,aa6422262,7,0,Vic General via Craigflower,1,100,1-14-366,5387,0,100,5,1
14-Victoria,aaVIC1804-MV1804ST-Sunday-99,899775,aa6422268,8,0,UVic via Richmond,0,200,1-14-367,5298,1,200,6,1
14-Victoria,aaVIC1804-MV1804ST-Sunday-99,899775,aa6422270,9,0,Vic General via Craigflower,1,100,1-14-366,5387,0,100,5,1
22-Victoria,aaVIC1804-MV1804ST-Sunday-99,899776,aa6422508,1,0,Hillside Mall via Fernwood,1,200,1-22-538,1288,1,200,48,1
22-Victoria,aaVIC1804-MV1804ST-Sunday-99,899776,aa6422510,2,0,Vic General via Burnside,0,100,1-22-537,1340,0,100,46,1
22-Victoria,aaVIC1804-MV1804ST-Sunday-99,899776,aa6422515,3,0,Hillside Mall via Fernwood,1,200,1-22-538,1288,1,200,48,1
22-Victoria,aaVIC1804-MV1804ST-Sunday-99,899776,aa6422518,4,0,Vic General via Burnside,0,100,1-22-537,1340,0,100,46,1
22-Victoria,aaVIC1804-MV1804ST-Sunday-99,899776,aa6422522,5,0,Downtown,1,222,1-22-547,124,1,222,153,2
22-Victoria,aaVIC1804-MV1804ST-Sunday-99,899776,aa6422524,6,0,Vic General via Burnside,0,141,1-22-549,42,0,141,213,3
14-Victoria,aaVIC1804-MV1804ST-Sunday-99,899776,aa6422264,7,0,UVic via Richmond,0,200,1-14-367,5298,1,200,6,1
7-Victoria,aaVIC1804-MV1804ST-Sunday-99,899776,aa6422698,8,0,7N Downtown - To 21 Night Route,0,201,1-7-279,454,1,201,87,1
21-Victoria,aaVIC1804-MV1804ST-Sunday-99,899776,aa6422699,9,0,21N Camosun Via Burnside,0,221,1-21-367,306,1,221,113,2
15-Victoria,aaVIC1804-MV1804ST-Sunday-99,899777,aa6422073,1,0,Esquimalt via Fort/Yates Exp,1,200,1-15-284,5660,1,200,4,1
15-Victoria,aaVIC1804-MV1804ST-Sunday-99,899777,aa6422016,2,0,UVic via Foul Bay Exp,0,100,1-15-282,5783,0,100,3,1
7-Victoria,aaVIC1804-MV1804ST-Sunday-99,899777,aa6422628,3,0,Downtown To 21 Interurban,0,200,1-7-277,2852,1,200,25,1
21-Victoria,aaVIC1804-MV1804ST-Sunday-99,899777,aa6422631,4,0,Interurban - Camosun Only,0,200,1-21-366,1566,1,200,38,1
21-Victoria,aaVIC1804-MV1804ST-Sunday-99,899777,aa6422635,5,0,Downtown To 7 UVic,1,100,1-21-364,2327,0,100,29,1
7-Victoria,aaVIC1804-MV1804ST-Sunday-99,899777,aa6422637,6,0,UVic Via Fairfield,1,100,1-7-278,3222,0,100,19,1
7-Victoria,aaVIC1804-MV1804ST-Sunday-99,899777,aa6422640,7,0,Downtown To 21 Interurban,0,200,1-7-277,2852,1,200,25,1
21-Victoria,aaVIC1804-MV1804ST-Sunday-99,899777,aa6422643,8,0,Interurban - Camosun Only,0,200,1-21-366,1566,1,200,38,1
21-Victoria,aaVIC1804-MV1804ST-Sunday-99,899777,aa6422647,9,0,Downtown To 7 UVic,1,100,1-21-364,2327,0,100,29,1
7-Victoria,aaVIC1804-MV1804ST-Sunday-99,899777,aa6422649,10,0,UVic Via Fairfield,1,100,1-7-278,3222,0,100,19,1
15-Victoria,aaVIC1804-MV1804ST-Sunday-99,899777,aa6422094,11,0,Esquimalt via Fort/Yates Exp,1,200,1-15-284,5660,1,200,4,1
15-Victoria,aaVIC1804-MV1804ST-Sunday-99,899777,aa6422038,12,0,UVic via Foul Bay Exp,0,100,1-15-282,5783,0,100,3,1
4-Victoria,aaVIC1804-MV1804ST-Sunday-99,899777,aa6422753,13,0,Downtown,1,100,1-4-364,5167,0,100,7,1
4-Victoria,aaVIC1804-MV1804ST-Sunday-99,899777,aa6422756,14,0,UVic via Hillside,0,200,1-4-363,5149,1,200,8,1
15-Victoria,aaVIC1804-MV1804ST-Sunday-99,899777,aa6422105,15,0,Esquimalt via Fort/Yates Exp,1,200,1-15-284,5660,1,200,4,1
15-Victoria,aaVIC1804-MV1804ST-Sunday-99,899777,aa6422049,16,0,UVic via Foul Bay Exp,0,100,1-15-282,5783,0,100,3,1
15-Victoria,aaVIC1804-MV1804ST-Sunday-99,899777,aa6422111,17,0,Esquimalt via Fort/Yates Exp,1,200,1-15-284,5660,1,200,4,1
15-Victoria,aaVIC1804-MV1804ST-Sunday-99,899777,aa6422055,18,0,UVic via Foul Bay Exp,0,100,1-15-282,5783,0,100,3,1
14-Victoria,aaVIC1804-MV1804ST-Sunday-99,899777,aa6422255,19,0,Vic General via Craigflower,1,100,1-14-366,5387,0,100,5,1
22-Victoria,aaVIC1804-MV1804ST-Sunday-99,899777,aa6422525,20,0,Downtown,1,222,1-22-547,124,1,222,153,2
22-Victoria,aaVIC1804-MV1804ST-Sunday-99,899777,aa6422523,21,0,Vic General via Burnside,0,141,1-22-549,42,0,141,213,3
22-Victoria,aaVIC1804-MV1804ST-Sunday-99,899777,aa6422520,22,0,Downtown,1,222,1-22-547,124,1,222,153,2
72-Victoria,aaVIC1804-MV1804ST-Sunday-99,899777,aa6422295,23,0,Swartz Bay Ferry Via Saanichton,0,200,1-72-304,2750,1,200,28,1
72-Victoria,aaVIC1804-MV1804ST-Sunday-99,899777,aa6422324,24,0,Downtown,1,100,1-72-306,2892,0,100,23,1
83-Victoria,aaVIC1804-MV1804ST-Sunday-99,899778,aa6423134,1,0,Sidney via Airport,0,220,1-83-192,90,1,220,178,2
88-Victoria,aaVIC1804-MV1804ST-Sunday-99,899778,aa6423138,2,0,Airport,1,100,1-88-63,1200,0,100,52,1
88-Victoria,aaVIC1804-MV1804ST-Sunday-99,899778,aa6423151,3,0,Sidney,0,201,1-88-65,336,1,201,107,1
88-Victoria,aaVIC1804-MV1804ST-Sunday-99,899778,aa6423139,4,0,Airport,1,100,1-88-63,1200,0,100,52,1
88-Victoria,aaVIC1804-MV1804ST-Sunday-99,899778,aa6423152,5,0,Sidney,0,201,1-88-65,336,1,201,107,1
83-Victoria,aaVIC1804-MV1804ST-Sunday-99,899778,aa6423132,6,0,Brentwood via Airport,1,120,1-83-191,90,0,120,177,2
83-Victoria,aaVIC1804-MV1804ST-Sunday-99,899778,aa6423135,7,0,Sidney via Airport,0,220,1-83-192,90,1,220,178,2
88-Victoria,aaVIC1804-MV1804ST-Sunday-99,899778,aa6423140,8,0,Airport,1,100,1-88-63,1200,0,100,52,1
88-Victoria,aaVIC1804-MV1804ST-Sunday-99,899778,aa6423153,9,0,Sidney,0,201,1-88-65,336,1,201,107,1
88-Victoria,aaVIC1804-MV1804ST-Sunday-99,899778,aa6423141,10,0,Airport,1,100,1-88-63,1200,0,100,52,1
88-Victoria,aaVIC1804-MV1804ST-Sunday-99,899778,aa6423154,11,0,Sidney,0,201,1-88-65,336,1,201,107,1
88-Victoria,aaVIC1804-MV1804ST-Sunday-99,899778,aa6423142,12,0,Airport,1,100,1-88-63,1200,0,100,52,1
88-Victoria,aaVIC1804-MV1804ST-Sunday-99,899778,aa6423155,13,0,Sidney,0,201,1-88-65,336,1,201,107,1
88-Victoria,aaVIC1804-MV1804ST-Sunday-99,899778,aa6423143,14,0,Airport,1,100,1-88-63,1200,0,100,52,1
88-Victoria,aaVIC1804-MV1804ST-Sunday-99,899778,aa6423159,15,0,Sidney,0,201,1-88-65,336,1,201,107,1
88-Victoria,aaVIC1804-MV1804ST-Sunday-99,899778,aa6423144,16,0,Airport,1,100,1-88-63,1200,0,100,52,1
88-Victoria,aaVIC1804-MV1804ST-Sunday-99,899779,aa6423145,1,0,Sidney,0,201,1-88-65,336,1,201,107,1
88-Victoria,aaVIC1804-MV1804ST-Sunday-99,899779,aa6423157,2,0,Airport,1,100,1-88-63,1200,0,100,52,1
88-Victoria,aaVIC1804-MV1804ST-Sunday-99,899779,aa6423146,3,0,Sidney,0,201,1-88-65,336,1,201,107,1
88-Victoria,aaVIC1804-MV1804ST-Sunday-99,899779,aa6423158,4,0,Airport,1,100,1-88-63,1200,0,100,52,1
88-Victoria,aaVIC1804-MV1804ST-Sunday-99,899779,aa6423147,5,0,Sidney,0,201,1-88-65,336,1,201,107,1
83-Victoria,aaVIC1804-MV1804ST-Sunday-99,899779,aa6423130,6,0,Brentwood via Airport,1,120,1-83-191,90,0,120,177,2
83-Victoria,aaVIC1804-MV1804ST-Sunday-99,899779,aa6423133,7,0,Sidney via Airport,0,220,1-83-192,90,1,220,178,2
88-Victoria,aaVIC1804-MV1804ST-Sunday-99,899779,aa6423156,8,0,Airport,1,100,1-88-63,1200,0,100,52,1
88-Victoria,aaVIC1804-MV1804ST-Sunday-99,899779,aa6423148,9,0,Sidney,0,201,1-88-65,336,1,201,107,1
88-Victoria,aaVIC1804-MV1804ST-Sunday-99,899779,aa6423136,10,0,Airport,1,100,1-88-63,1200,0,100,52,1
88-Victoria,aaVIC1804-MV1804ST-Sunday-99,899779,aa6423149,11,0,Sidney,0,201,1-88-65,336,1,201,107,1
88-Victoria,aaVIC1804-MV1804ST-Sunday-99,899779,aa6423137,12,0,Airport,1,100,1-88-63,1200,0,100,52,1
88-Victoria,aaVIC1804-MV1804ST-Sunday-99,899779,aa6423150,13,0,Sidney,0,201,1-88-65,336,1,201,107,1
83-Victoria,aaVIC1804-MV1804ST-Sunday-99,899779,aa6423131,14,0,Brentwood via Airport,1,120,1-83-191,90,0,120,177,2
70-Victoria,aaVIC1804-MV1804ST-Sunday-99,899780,aa6422346,1,0,Swartz Bay Ferry Via Hwy #17,0,100,1-70-257,1412,0,100,42,1
72-Victoria,aaVIC1804-MV1804ST-Sunday-99,899780,aa6422345,2,0,Downtown,1,100,1-72-306,2892,0,100,23,1
50-Victoria,aaVIC1804-MV1804ST-Sunday-99,899780,aa6423191,3,0,Langford,1,100,1-50-315,6154,0,100,1,1
50-Victoria,aaVIC1804-MV1804ST-Sunday-99,899780,aa6423193,4,0,Downtown,0,200,1-50-314,6058,1,200,2,1
70-Victoria,aaVIC1804-MV1804ST-Sunday-99,899780,aa6422305,5,0,Swartz Bay Ferry Via Hwy #17,0,100,1-70-257,1412,0,100,42,1
70-Victoria,aaVIC1804-MV1804ST-Sunday-99,899780,aa6422334,6,0,Downtown Via Hwy #17,1,200,1-70-258,1370,1,200,44,1
72-Victoria,aaVIC1804-MV1804ST-Sunday-99,899780,aa6422289,7,0,Swartz Bay Ferry Via Saanichton,0,200,1-72-304,2750,1,200,28,1
72-Victoria,aaVIC1804-MV1804ST-Sunday-99,899780,aa6422326,8,0,Downtown,1,100,1-72-306,2892,0,100,23,1
72-Victoria,aaVIC1804-MV1804ST-Sunday-99,899780,aa6422272,9,0,Swartz Bay Ferry Via Saanichton,0,200,1-72-304,2750,1,200,28,1
72-Victoria,aaVIC1804-MV1804ST-Sunday-99,899780,aa6422344,10,0,Downtown,1,100,1-72-306,2892,0,100,23,1
30-Victoria,aaVIC1804-MV1804ST-Sunday-99,899781,aa6423160,1,0,Downtown,1,100,1-30-404,3160,0,100,20,1
31-Victoria,aaVIC1804-MV1804ST-Sunday-99,899781,aa6422941,2,0,Royal Oak Exchange via Glanford,0,200,1-31-315,2810,1,200,26,1
6-Victoria,aaVIC1804-MV1804ST-Sunday-99,899781,aa6422805,3,0,Downtown,1,200,1-6-476,4514,1,200,12,1
6-Victoria,aaVIC1804-MV1804ST-Sunday-99,899781,aa6422815,4,0,Royal Oak Exch via Royal Oak Mall,0,100,1-6-475,4634,0,100,10,1
6-Victoria,aaVIC1804-MV1804ST-Sunday-99,899781,aa6422806,5,0,6A Downtown via Emily Carr,1,201,1-6-474,1628,1,201,36,1
6-Victoria,aaVIC1804-MV1804ST-Sunday-99,899781,aa6422812,6,0,Royal Oak Exch via Royal Oak Mall,0,100,1-6-475,4634,0,100,10,1
7-Victoria,aaVIC1804-MV1804ST-Sunday-99,899781,aa6422638,7,0,Downtown Only,0,220,1-7-282,382,1,220,93,2
28-Victoria,aaVIC1804-MV1804ST-Sunday-99,899781,aa6422412,8,0,Majestic Via Shelbourne,0,100,1-28-338,4108,0,100,13,1
28-Victoria,aaVIC1804-MV1804ST-Sunday-99,899781,aa6422413,9,0,Downtown,1,200,1-28-340,3690,1,200,17,1
4-Victoria,aaVIC1804-MV1804ST-Sunday-99,899781,aa6422732,10,0,UVic via Hillside,0,200,1-4-363,5149,1,200,8,1
15-Victoria,aaVIC1804-MV1804ST-Sunday-99,899781,aa6422095,11,0,Esquimalt via Fort/Yates Exp,1,200,1-15-284,5660,1,200,4,1
15-Victoria,aaVIC1804-MV1804ST-Sunday-99,899781,aa6422039,12,0,UVic via Foul Bay Exp,0,100,1-15-282,5783,0,100,3,1
26-Victoria,aaVIC1804-MV1804ST-Sunday-99,899781,aa6422566,13,0,Dockyard via McKenzie,1,200,1-26-361,3854,1,200,16,1
26-Victoria,aaVIC1804-MV1804ST-Sunday-99,899781,aa6422571,14,0,UVic via McKenzie,0,100,1-26-370,4096,0,100,14,1
15-Victoria,aaVIC1804-MV1804ST-Sunday-99,899781,aa6422107,15,0,Esquimalt via Fort/Yates Exp,1,200,1-15-284,5660,1,200,4,1
26-Victoria,aaVIC1804-MV1804ST-Sunday-99,899781,aa6422580,16,0,UVic via McKenzie,0,100,1-26-370,4096,0,100,14,1
15-Victoria,aaVIC1804-MV1804ST-Sunday-99,899781,aa6422113,17,0,Esquimalt via Fort/Yates Exp,1,200,1-15-284,5660,1,200,4,1
15-Victoria,aaVIC1804-MV1804ST-Sunday-99,899781,aa6422057,18,0,UVic via Foul Bay Exp,0,100,1-15-282,5783,0,100,3,1
26-Victoria,aaVIC1804-MV1804ST-Sunday-99,899781,aa6422595,19,0,Dockyard via McKenzie,1,200,1-26-361,3854,1,200,16,1
26-Victoria,aaVIC1804-MV1804ST-Sunday-99,899781,aa6422600,20,0,UVic via McKenzie,0,100,1-26-370,4096,0,100,14,1
26-Victoria,aaVIC1804-MV1804ST-Sunday-99,899781,aa6422604,21,0,Dockyard via McKenzie,1,200,1-26-361,3854,1,200,16,1
26-Victoria,aaVIC1804-MV1804ST-Sunday-99,899781,aa6422607,22,0,UVic via McKenzie,0,100,1-26-370,4096,0,100,14,1
11-Victoria,aaVIC1804-MV1804ST-Sunday-99,899781,aa6421952,23,0,Tillicum Mall via Gorge,1,100,1-11-341,4708,0,100,9,1
75-Victoria,aaVIC1804-MV1804ST-Sunday-99,899782,aa6422938,1,0,Keating Only,0,241,1-75-531,25,1,241,219,3
6-Victoria,aaVIC1804-MV1804ST-Sunday-99,899782,aa6422799,2,0,Downtown,1,200,1-6-476,4514,1,200,12,1
6-Victoria,aaVIC1804-MV1804ST-Sunday-99,899782,aa6422820,3,0,Royal Oak Exch via Royal Oak Mall,0,100,1-6-475,4634,0,100,10,1
6-Victoria,aaVIC1804-MV1804ST-Sunday-99,899782,aa6422804,4,0,Downtown,1,200,1-6-476,4514,1,200,12,1
6-Victoria,aaVIC1804-MV1804ST-Sunday-99,899782,aa6422817,5,0,Royal Oak Exch via Royal Oak Mall,0,100,1-6-475,4634,0,100,10,1
6-Victoria,aaVIC1804-MV1804ST-Sunday-99,899782,aa6422808,6,0,Downtown,1,200,1-6-476,4514,1,200,12,1
6-Victoria,aaVIC1804-MV1804ST-Sunday-99,899782,aa6422810,7,0,6A Royal Oak Exch via Emily Carr,0,101,1-6-477,1586,0,101,37,1
6-Victoria,aaVIC1804-MV1804ST-Sunday-99,899782,aa6422834,8,0,Downtown,1,200,1-6-476,4514,1,200,12,1
6-Victoria,aaVIC1804-MV1804ST-Sunday-99,899782,aa6422844,9,0,Royal Oak Exch via Royal Oak Mall,0,100,1-6-475,4634,0,100,10,1
6-Victoria,aaVIC1804-MV1804ST-Sunday-99,899782,aa6422839,10,0,6A Downtown via Emily Carr,1,201,1-6-474,1628,1,201,36,1
6-Victoria,aaVIC1804-MV1804ST-Sunday-99,899782,aa6422827,11,0,Royal Oak Exch via Royal Oak Mall,0,100,1-6-475,4634,0,100,10,1
6-Victoria,aaVIC1804-MV1804ST-Sunday-99,899782,aa6422851,12,0,Downtown,1,200,1-6-476,4514,1,200,12,1
6-Victoria,aaVIC1804-MV1804ST-Sunday-99,899782,aa6422847,13,0,Royal Oak Exch via Royal Oak Mall,0,100,1-6-475,4634,0,100,10,1
6-Victoria,aaVIC1804-MV1804ST-Sunday-99,899782,aa6422859,14,0,Downtown,1,200,1-6-476,4514,1,200,12,1
6-Victoria,aaVIC1804-MV1804ST-Sunday-99,899782,aa6422855,15,0,6A Royal Oak Exch via Emily Carr,0,101,1-6-477,1586,0,101,37,1
6-Victoria,aaVIC1804-MV1804ST-Sunday-99,899782,aa6422870,16,0,Downtown,1,200,1-6-476,4514,1,200,12,1
6-Victoria,aaVIC1804-MV1804ST-Sunday-99,899782,aa6422864,17,0,Royal Oak Exch via Royal Oak Mall,0,100,1-6-475,4634,0,100,10,1
6-Victoria,aaVIC1804-MV1804ST-Sunday-99,899782,aa6422879,18,0,6A Downtown via Emily Carr,1,201,1-6-474,1628,1,201,36,1
6-Victoria,aaVIC1804-MV1804ST-Sunday-99,899782,aa6422877,19,0,Royal Oak Exch via Royal Oak Mall,0,100,1-6-475,4634,0,100,10,1
6-Victoria,aaVIC1804-MV1804ST-Sunday-99,899782,aa6422889,20,0,Downtown,1,200,1-6-476,4514,1,200,12,1
6-Victoria,aaVIC1804-MV1804ST-Sunday-99,899782,aa6422885,21,0,Royal Oak Exch via Royal Oak Mall,0,100,1-6-475,4634,0,100,10,1
6-Victoria,aaVIC1804-MV1804ST-Sunday-99,899782,aa6422901,22,0,Downtown,1,200,1-6-476,4514,1,200,12,1
6-Victoria,aaVIC1804-MV1804ST-Sunday-99,899782,aa6422895,23,0,6A Royal Oak Exch via Emily Carr,0,101,1-6-477,1586,0,101,37,1
6-Victoria,aaVIC1804-MV1804ST-Sunday-99,899782,aa6422908,24,0,Downtown,1,200,1-6-476,4514,1,200,12,1
6-Victoria,aaVIC1804-MV1804ST-Sunday-99,899782,aa6422906,25,0,6A Royal Oak Exch via Emily Carr,0,101,1-6-477,1586,0,101,37,1
6-Victoria,aaVIC1804-MV1804ST-Sunday-99,899782,aa6422912,26,0,Downtown,1,200,1-6-476,4514,1,200,12,1
6-Victoria,aaVIC1804-MV1804ST-Sunday-99,899782,aa6422910,27,0,6A Royal Oak Exch via Emily Carr,0,101,1-6-477,1586,0,101,37,1
6-Victoria,aaVIC1804-MV1804ST-Sunday-99,899782,aa6422916,28,0,Downtown,1,200,1-6-476,4514,1,200,12,1
6-Victoria,aaVIC1804-MV1804ST-Sunday-99,899782,aa6422914,29,0,6A Royal Oak Exch via Emily Carr,0,101,1-6-477,1586,0,101,37,1
6-Victoria,aaVIC1804-MV1804ST-Sunday-99,899782,aa6422920,30,0,Downtown,1,200,1-6-476,4514,1,200,12,1
6-Victoria,aaVIC1804-MV1804ST-Sunday-99,899782,aa6422919,31,0,Royal Oak Exch via Royal Oak Mall,0,100,1-6-475,4634,0,100,10,1
50-Victoria,aaVIC1804-MV1804ST-Sunday-99,899783,aa6423178,1,0,Downtown,0,200,1-50-314,6058,1,200,2,1
50-Victoria,aaVIC1804-MV1804ST-Sunday-99,899783,aa6423177,2,0,Langford to 61 Sooke,1,100,1-50-315,6154,0,100,1,1
61-Victoria,aaVIC1804-MV1804ST-Sunday-99,899783,aa6423180,3,0,Sooke,1,200,1-61-397,1438,1,200,41,1
61-Victoria,aaVIC1804-MV1804ST-Sunday-99,899783,aa6423185,4,0,Langford Exch to 50 Downtown,0,100,1-61-407,1560,0,100,39,1
50-Victoria,aaVIC1804-MV1804ST-Sunday-99,899783,aa6423186,5,0,Downtown,0,200,1-50-314,6058,1,200,2,1
50-Victoria,aaVIC1804-MV1804ST-Sunday-99,899783,aa6423196,6,0,Langford to 61 Sooke,1,100,1-50-315,6154,0,100,1,1
61-Victoria,aaVIC1804-MV1804ST-Sunday-99,899783,aa6423200,7,0,Sooke,1,200,1-61-397,1438,1,200,41,1
61-Victoria,aaVIC1804-MV1804ST-Sunday-99,899783,aa6423205,8,0,Langford Exch to 50 Downtown,0,100,1-61-407,1560,0,100,39,1
50-Victoria,aaVIC1804-MV1804ST-Sunday-99,899783,aa6423215,9,0,Downtown,0,200,1-50-314,6058,1,200,2,1
50-Victoria,aaVIC1804-MV1804ST-Sunday-99,899783,aa6423220,10,0,Langford,1,100,1-50-315,6154,0,100,1,1
50-Victoria,aaVIC1804-MV1804ST-Sunday-99,899783,aa6423229,11,0,Downtown,0,200,1-50-314,6058,1,200,2,1
70-Victoria,aaVIC1804-MV1804ST-Sunday-99,899783,aa6422299,12,0,Swartz Bay Ferry Via Hwy #17,0,100,1-70-257,1412,0,100,42,1
70-Victoria,aaVIC1804-MV1804ST-Sunday-99,899783,aa6422337,13,0,Downtown Via Hwy #17,1,200,1-70-258,1370,1,200,44,1
50-Victoria,aaVIC1804-MV1804ST-Sunday-99,899783,aa6423438,14,0,Langford,1,100,1-50-315,6154,0,100,1,1
7-Victoria,aaVIC1804-MV1804ST-Sunday-99,899784,aa6422678,1,0,Downtown Only,0,220,1-7-282,382,1,220,93,2
50-Victoria,aaVIC1804-MV1804ST-Sunday-99,899784,aa6423383,2,0,Langford,1,100,1-50-315,6154,0,100,1,1
50-Victoria,aaVIC1804-MV1804ST-Sunday-99,899784,aa6423393,3,0,Downtown,0,200,1-50-314,6058,1,200,2,1
50-Victoria,aaVIC1804-MV1804ST-Sunday-99,899784,aa6423399,4,0,Langford,1,100,1-50-315,6154,0,100,1,1
50-Victoria,aaVIC1804-MV1804ST-Sunday-99,899784,aa6423422,5,0,Downtown,0,200,1-50-314,6058,1,200,2,1
50-Victoria,aaVIC1804-MV1804ST-Sunday-99,899784,aa6423455,6,0,Langford,1,100,1-50-315,6154,0,100,1,1
50-Victoria,aaVIC1804-MV1804ST-Sunday-99,899784,aa6423480,7,0,Downtown,0,200,1-50-314,6058,1,200,2,1
